GPU_Power(W),Time(S), 
18,10.723569, 
18,10.739393, 
18,10.755248, 
18,10.771096, 
18,10.786935, 
18,10.802937, 
18,10.818758, 
18,10.834576, 
18,10.850429, 
18,10.866247, 
18,10.882066, 
18,10.89786, 
18,10.91371, 
18,10.929574, 
18,10.945391, 
18,10.961181, 
18,10.976985, 
18,10.992787, 
18,11.008871, 
18,11.02464, 
18,11.040462, 
18,11.056294, 
18,11.07208, 
18,11.08791, 
18,11.103758, 
18,11.119573, 
18,11.135367, 
18,11.151152, 
18,11.166936, 
18,11.182726, 
18,11.198518, 
18,11.214463, 
18,11.230283, 
18,11.24612, 
18,11.261944, 
18,11.277822, 
18,11.293707, 
18,11.309595, 
18,11.325477, 
18,11.341333, 
18,11.35718, 
18,11.37303, 
18,11.389043, 
18,11.404883, 
18,11.420911, 
18,11.436734, 
18,11.452555, 
18,11.468387, 
18,11.484197, 
18,11.500019, 
18,11.515847, 
18,11.531691, 
18,11.547516, 
18,11.563823, 
18,11.579645, 
18,11.595476, 
18,11.611557, 
18,11.627425, 
18,11.643266, 
18,11.65911, 
18,11.67491, 
18,11.690727, 
18,11.706595, 
18,11.722444, 
18,11.738287, 
18,11.75404, 
18,11.769845, 
18,11.785726, 
18,11.801572, 
18,11.817601, 
18,11.833444, 
18,11.849331, 
18,11.865145, 
18,11.880969, 
18,11.896809, 
18,11.912668, 
18,11.92851, 
18,11.944353, 
18,11.960183, 
18,11.976033, 
18,11.991877, 
18,12.007732, 
18,12.023582, 
18,12.039377, 
18,12.055171, 
18,12.070961, 
18,12.086749, 
18,12.102573, 
18,12.118427, 
18,12.134297, 
18,12.150157, 
18,12.166035, 
18,12.181873, 
18,12.197802, 
18,12.213613, 
18,12.229953, 
18,12.245841, 
18,12.261723, 
18,12.27759, 
18,12.293451, 
18,12.309375, 
18,12.325239, 
18,12.34112, 
18,12.356887, 
18,12.372709, 
18,12.388547, 
18,12.404388, 
18,12.420217, 
18,12.436074, 
18,12.452469, 
18,12.468299, 
18,12.484127, 
18,12.499918, 
18,12.515761, 
18,12.532503, 
18,12.548328, 
18,12.564153, 
18,12.57999, 
18,12.595695, 
18,12.611435, 
18,12.62777, 
18,12.643584, 
18,12.659436, 
18,12.675181, 
18,12.691132, 
18,12.706915, 
18,12.722733, 
18,12.738501, 
18,12.754279, 
18,12.770063, 
18,12.785875, 
18,12.801659, 
18,12.817475, 
18,12.833237, 
18,12.848972, 
18,12.864883, 
18,12.880665, 
18,12.896484, 
18,12.912242, 
18,12.928017, 
18,12.943808, 
18,12.959585, 
18,12.97534, 
18,12.991187, 
18,13.007015, 
18,13.022837, 
18,13.038742, 
18,13.05449, 
18,13.070662, 
18,13.086491, 
18,13.102313, 
18,13.1181, 
18,13.133882, 
18,13.149734, 
18,13.165566, 
18,13.181385, 
18,13.197173, 
18,13.212956, 
18,13.229117, 
18,13.244955, 
18,13.260759, 
18,13.276564, 
18,13.292406, 
18,13.308252, 
18,13.324088, 
18,13.33991, 
18,13.356143, 
18,13.371987, 
18,13.387829, 
18,13.403666, 
18,13.419482, 
18,13.435467, 
18,13.451271, 
18,13.467081, 
18,13.482879, 
18,13.498682, 
18,13.514475, 
18,13.530259, 
18,13.547592, 
18,13.563388, 
18,13.579206, 
18,13.59506, 
18,13.610914, 
18,13.626754, 
18,13.642771, 
18,13.65858, 
18,13.67438, 
18,13.690281, 
18,13.70612, 
18,13.721944, 
18,13.737791, 
18,13.753626, 
18,13.769458, 
18,13.785269, 
18,13.801042, 
18,13.816841, 
18,13.832801, 
18,13.84864, 
18,13.864487, 
18,13.880312, 
18,13.896138, 
18,13.91194, 
18,13.927798, 
18,13.943553, 
18,13.959395, 
18,13.975252, 
18,13.991119, 
18,14.006968, 
18,14.022823, 
18,14.038961, 
18,14.054782, 
18,14.070603, 
18,14.086431, 
18,14.102254, 
18,14.118077, 
18,14.13395, 
18,14.149806, 
18,14.165628, 
18,14.181438, 
18,14.197589, 
18,14.21344, 
18,14.229288, 
18,14.245096, 
18,14.260916, 
18,14.276742, 
18,14.292566, 
18,14.308407, 
18,14.324191, 
18,14.339944, 
18,14.355736, 
18,14.371633, 
18,14.387441, 
18,14.403228, 
18,14.419051, 
18,14.434876, 
18,14.450696, 
18,14.466453, 
18,14.482222, 
18,14.498102, 
18,14.513958, 
18,14.530282, 
18,14.547017, 
18,14.562866, 
18,14.578708, 
18,14.594549, 
18,14.610335, 
18,14.626183, 
18,14.642211, 
18,14.658013, 
18,14.673805, 
18,14.689634, 
18,14.705495, 
18,14.72136, 
18,14.737198, 
18,14.753031, 
18,14.768848, 
18,14.784668, 
18,14.800511, 
18,14.81628, 
18,14.832276, 
18,14.848072, 
18,14.863894, 
18,14.879729, 
18,14.895573, 
18,14.91142, 
18,14.927252, 
18,14.943089, 
18,14.958933, 
18,14.97477, 
18,14.99061, 
18,15.006453, 
18,15.022291, 
18,15.038287, 
18,15.054409, 
18,15.070253, 
18,15.086094, 
18,15.1019, 
18,15.117783, 
18,15.133648, 
18,15.149548, 
18,15.165394, 
18,15.181216, 
18,15.197266, 
18,15.213091, 
18,15.229798, 
18,15.245616, 
18,15.26149, 
18,15.27733, 
18,15.293141, 
18,15.308963, 
18,15.324781, 
18,15.340595, 
18,15.356435, 
18,15.372367, 
18,15.388167, 
18,15.403997, 
18,15.419828, 
18,15.435654, 
18,15.451499, 
18,15.467338, 
18,15.483182, 
18,15.499027, 
18,15.514795, 
18,15.530782, 
18,15.54663, 
18,15.563375, 
18,15.579204, 
18,15.595049, 
18,15.610892, 
18,15.62673, 
18,15.642736, 
18,15.658475, 
18,15.674279, 
18,15.690129, 
18,15.705959, 
18,15.721803, 
18,15.737649, 
18,15.7535, 
18,15.76938, 
18,15.785183, 
18,15.801002, 
18,15.816843, 
18,15.832847, 
18,15.848613, 
18,15.864423, 
18,15.880257, 
18,15.896084, 
18,15.911951, 
18,15.927785, 
18,15.943603, 
18,15.959444, 
18,15.975293, 
18,15.991063, 
18,16.006884, 
18,16.022731, 
18,16.038731, 
18,16.054528, 
18,16.070353, 
18,16.086173, 
18,16.101995, 
18,16.117824, 
18,16.13367, 
18,16.149552, 
18,16.165397, 
18,16.181219, 
18,16.197194, 
18,16.212999, 
18,16.228815, 
18,16.244685, 
18,16.260518, 
18,16.276365, 
18,16.292205, 
18,16.308054, 
18,16.323877, 
18,16.339696, 
18,16.355541, 
18,16.371542, 
18,16.387369, 
18,16.403131, 
18,16.418943, 
18,16.434787, 
18,16.45061, 
18,16.466396, 
18,16.482231, 
18,16.498065, 
18,16.513902, 
18,16.529964, 
18,16.545737, 
18,16.562447, 
18,16.578292, 
18,16.594136, 
18,16.609934, 
18,16.625808, 
18,16.641695, 
18,16.657601, 
18,16.673442, 
18,16.689312, 
18,16.70513, 
18,16.720954, 
18,16.736727, 
18,16.752501, 
18,16.768332, 
18,16.784183, 
18,16.800028, 
18,16.83197, 
18,16.847865, 
23,16.865397, 
23,16.881214, 
23,16.896955, 
23,16.912684, 
44,16.930076, 
44,16.945909, 
44,16.961721, 
44,16.977471, 
44,16.993218, 
44,17.009004, 
44,17.024764, 
61,17.042168, 
61,17.057882, 
61,17.073695, 
61,17.089468, 
61,17.105285, 
61,17.121192, 
66,17.138524, 
66,17.154312, 
66,17.170004, 
66,17.185764, 
66,17.201535, 
66,17.217344, 
69,17.23483, 
69,17.250607, 
69,17.266389, 
69,17.282126, 
69,17.297839, 
69,17.31376, 
70,17.330977, 
70,17.346805, 
70,17.362601, 
70,17.378331, 
70,17.394091, 
70,17.409841, 
70,17.425554, 
70,17.442979, 
70,17.458741, 
70,17.474521, 
70,17.49023, 
70,17.505915, 
70,17.521636, 
70,17.53886, 
70,17.554881, 
70,17.57058, 
70,17.586296, 
70,17.602016, 
70,17.61774, 
70,17.634977, 
70,17.650684, 
70,17.666484, 
70,17.682217, 
70,17.697983, 
70,17.713739, 
70,17.73147, 
70,17.747221, 
70,17.762975, 
70,17.778723, 
70,17.794503, 
70,17.810291, 
70,17.829982, 
70,17.845742, 
70,17.861504, 
70,17.877323, 
70,17.893125, 
70,17.908934, 
70,17.924685, 
70,17.940467, 
70,17.956242, 
70,17.972023, 
70,17.987805, 
70,18.003584, 
70,18.01938, 
70,18.035176, 
70,18.050976, 
70,18.066748, 
70,18.082529, 
70,18.098241, 
70,18.113957, 
70,18.130476, 
70,18.146196, 
70,18.161931, 
70,18.177767, 
70,18.193549, 
70,18.209463, 
70,18.225212, 
70,18.242404, 
70,18.258137, 
70,18.273915, 
70,18.289698, 
70,18.305628, 
70,18.321392, 
71,18.338655, 
71,18.354433, 
71,18.370281, 
71,18.386035, 
71,18.401775, 
71,18.417572, 
70,18.434968, 
70,18.450725, 
70,18.466583, 
70,18.482337, 
70,18.49808, 
70,18.513837, 
71,18.531235, 
71,18.547106, 
71,18.562873, 
71,18.578608, 
71,18.594351, 
71,18.610113, 
71,18.630009, 
71,18.64578, 
71,18.661509, 
71,18.677271, 
71,18.693021, 
71,18.70878, 
71,18.724553, 
71,18.740333, 
71,18.756074, 
71,18.771822, 
71,18.787576, 
71,18.803281, 
71,18.819052, 
71,18.834803, 
71,18.850562, 
71,18.866286, 
71,18.882067, 
71,18.897809, 
71,18.913605, 
71,18.93067, 
71,18.946425, 
71,18.962172, 
71,18.977935, 
71,18.993794, 
71,19.0095, 
71,19.025168, 
71,19.042499, 
71,19.058172, 
71,19.074102, 
71,19.089825, 
71,19.105627, 
71,19.121338, 
71,19.138756, 
71,19.154441, 
71,19.170184, 
71,19.18608, 
71,19.201779, 
71,19.217573, 
71,19.235431, 
71,19.251143, 
71,19.266886, 
71,19.282679, 
71,19.298392, 
71,19.314144, 
71,19.331208, 
71,19.346935, 
71,19.362696, 
71,19.378406, 
71,19.394271, 
71,19.410064, 
71,19.429944, 
71,19.445721, 
71,19.461484, 
71,19.477292, 
71,19.493066, 
71,19.508803, 
71,19.524513, 
71,19.540267, 
71,19.55602, 
71,19.571816, 
71,19.587537, 
71,19.603302, 
71,19.619095, 
71,19.634863, 
71,19.650639, 
71,19.66636, 
71,19.682107, 
71,19.697807, 
71,19.713581, 
71,19.730579, 
71,19.746315, 
71,19.762084, 
71,19.777832, 
71,19.793628, 
71,19.809457, 
71,19.825155, 
71,19.842665, 
71,19.85842, 
71,19.874222, 
71,19.890031, 
71,19.905749, 
71,19.921536, 
71,19.938833, 
71,19.954542, 
71,19.970243, 
71,19.985972, 
71,20.001722, 
71,20.017456, 
71,20.034746, 
71,20.050454, 
71,20.066198, 
71,20.081934, 
71,20.097667, 
71,20.113383, 
71,20.130769, 
71,20.146487, 
71,20.162236, 
71,20.177939, 
71,20.193699, 
71,20.209425, 
71,20.22514, 
71,20.242552, 
71,20.258301, 
71,20.274071, 
71,20.289803, 
71,20.305554, 
71,20.321367, 
71,20.338899, 
71,20.354736, 
71,20.370524, 
71,20.386285, 
71,20.402005, 
71,20.417749, 
71,20.434967, 
71,20.450748, 
71,20.466533, 
71,20.482229, 
71,20.49798, 
71,20.513758, 
71,20.531168, 
71,20.546895, 
71,20.562635, 
71,20.578434, 
71,20.594228, 
71,20.609997, 
71,20.629991, 
71,20.645772, 
71,20.661499, 
71,20.67732, 
71,20.693089, 
71,20.708826, 
71,20.72458, 
71,20.740336, 
71,20.756073, 
71,20.771785, 
71,20.787516, 
71,20.803272, 
71,20.819035, 
71,20.834793, 
71,20.850574, 
71,20.866383, 
71,20.882113, 
71,20.897855, 
71,20.913646, 
71,20.930383, 
71,20.946135, 
71,20.961966, 
71,20.977787, 
71,20.993569, 
71,21.009371, 
71,21.025073, 
71,21.042654, 
71,21.058968, 
71,21.074735, 
71,21.090525, 
71,21.10646, 
71,21.122247, 
71,21.138902, 
71,21.154688, 
71,21.170414, 
71,21.186171, 
71,21.201985, 
71,21.217783, 
71,21.235125, 
71,21.250868, 
71,21.266602, 
71,21.282366, 
71,21.298141, 
71,21.31387, 
71,21.331175, 
71,21.34696, 
71,21.362747, 
71,21.378506, 
71,21.394201, 
71,21.409948, 
71,21.43, 
71,21.445846, 
71,21.461674, 
71,21.477489, 
71,21.493288, 
71,21.509028, 
71,21.52478, 
71,21.540475, 
71,21.556243, 
71,21.572028, 
71,21.587789, 
71,21.603544, 
71,21.619306, 
71,21.635058, 
71,21.650818, 
71,21.666568, 
71,21.682316, 
71,21.698028, 
71,21.71377, 
71,21.730447, 
71,21.746179, 
71,21.761909, 
71,21.777704, 
71,21.793489, 
71,21.809288, 
71,21.825076, 
71,21.842403, 
71,21.858264, 
71,21.874082, 
71,21.889841, 
71,21.905579, 
71,21.921376, 
71,21.938713, 
71,21.95449, 
71,21.97019, 
71,21.985981, 
71,22.00179, 
71,22.017597, 
71,22.034895, 
71,22.050703, 
71,22.066558, 
71,22.082341, 
71,22.098101, 
71,22.113825, 
71,22.131301, 
71,22.147087, 
71,22.162837, 
71,22.178597, 
71,22.194374, 
71,22.210155, 
71,22.23, 
71,22.245743, 
71,22.261476, 
71,22.277216, 
71,22.292924, 
71,22.308643, 
71,22.324378, 
71,22.340146, 
71,22.355942, 
71,22.371698, 
71,22.387457, 
71,22.403136, 
71,22.418883, 
71,22.434636, 
71,22.4504, 
71,22.466162, 
71,22.481876, 
71,22.497686, 
71,22.513497, 
71,22.530506, 
71,22.546208, 
71,22.562016, 
71,22.577829, 
71,22.593663, 
71,22.609382, 
71,22.625101, 
71,22.642475, 
71,22.658232, 
71,22.673991, 
71,22.689747, 
71,22.70601, 
71,22.721782, 
71,22.738936, 
71,22.754662, 
71,22.770405, 
71,22.786166, 
71,22.801974, 
71,22.817697, 
71,22.835081, 
71,22.850842, 
71,22.866626, 
71,22.882393, 
71,22.898191, 
71,22.913975, 
71,22.931354, 
71,22.947171, 
71,22.962933, 
71,22.978736, 
71,22.994399, 
71,23.010112, 
71,23.03004, 
71,23.045707, 
71,23.061385, 
71,23.077095, 
71,23.092781, 
71,23.108471, 
71,23.124157, 
71,23.139841, 
71,23.155529, 
71,23.171198, 
71,23.186882, 
71,23.20257, 
71,23.218259, 
71,23.233943, 
71,23.249661, 
71,23.26538, 
71,23.281091, 
71,23.296773, 
71,23.312461, 
71,23.330379, 
71,23.346167, 
71,23.361962, 
71,23.377707, 
71,23.393465, 
71,23.4093, 
71,23.424994, 
71,23.442398, 
71,23.458169, 
71,23.473914, 
71,23.489751, 
71,23.505464, 
71,23.521172, 
71,23.538588, 
71,23.554287, 
71,23.570088, 
71,23.585927, 
71,23.601731, 
71,23.617418, 
71,23.634905, 
71,23.650694, 
71,23.666397, 
71,23.68216, 
71,23.697935, 
71,23.713724, 
71,23.731147, 
71,23.746986, 
71,23.762766, 
71,23.778461, 
71,23.794305, 
71,23.810193, 
71,23.830055, 
71,23.845858, 
71,23.861685, 
71,23.87753, 
71,23.893357, 
71,23.909146, 
71,23.924859, 
71,23.940572, 
71,23.956353, 
71,23.972134, 
71,23.987923, 
71,24.003681, 
71,24.019469, 
71,24.03529, 
71,24.051102, 
71,24.06688, 
71,24.082569, 
71,24.098306, 
71,24.114082, 
71,24.131379, 
71,24.14717, 
71,24.162987, 
71,24.178799, 
71,24.194582, 
71,24.210341, 
71,24.230059, 
71,24.245818, 
71,24.261646, 
71,24.27748, 
71,24.293296, 
71,24.309053, 
71,24.324861, 
71,24.34067, 
71,24.356476, 
71,24.372283, 
71,24.388066, 
71,24.403862, 
71,24.419648, 
71,24.435415, 
71,24.451182, 
71,24.466961, 
71,24.482768, 
71,24.498572, 
71,24.51436, 
71,24.531133, 
71,24.546911, 
71,24.562695, 
71,24.578472, 
