CPU Power (W), DRAM Power (W), Time (S)
57.29, 13.70, 572.451365, 
54.64, 12.03, 572.471774, 
55.41, 13.53, 572.491807, 
56.99, 12.68, 572.511982, 
56.83, 12.03, 572.531943, 
53.90, 12.28, 572.551997, 
55.17, 12.32, 572.571927, 
55.10, 12.30, 572.591982, 
55.00, 12.53, 572.612680, 
56.67, 12.25, 572.632995, 
56.70, 13.25, 572.653420, 
60.37, 15.03, 572.673222, 
66.78, 15.21, 572.693023, 
68.69, 14.95, 572.712790, 
66.83, 14.92, 572.732557, 
67.55, 15.51, 572.751999, 
68.03, 15.57, 572.771828, 
68.30, 15.56, 572.792071, 
71.89, 17.09, 572.812752, 
58.33, 14.80, 572.833089, 
55.04, 14.29, 572.854206, 
56.16, 13.51, 572.874951, 
54.80, 14.09, 572.896251, 
56.25, 13.57, 572.917413, 
55.41, 12.25, 572.938571, 
56.88, 13.75, 572.958554, 
57.12, 12.24, 572.979406, 
55.60, 12.88, 572.999870, 
54.85, 12.53, 573.019949, 
56.30, 12.61, 573.039915, 
56.77, 12.50, 573.060360, 
56.97, 12.46, 573.080341, 
56.24, 12.80, 573.100553, 
56.26, 13.78, 573.121639, 
63.06, 15.02, 573.141426, 
67.60, 15.37, 573.160815, 
71.51, 14.81, 573.180411, 
66.97, 15.38, 573.200085, 
70.24, 14.94, 573.219796, 
68.59, 15.81, 573.239119, 
68.31, 15.67, 573.259382, 
74.55, 17.42, 573.279537, 
60.77, 13.82, 573.299954, 
59.73, 14.43, 573.319714, 
57.57, 13.94, 573.339666, 
57.92, 14.09, 573.359801, 
55.87, 13.88, 573.379825, 
55.39, 12.33, 573.399744, 
58.14, 12.89, 573.419686, 
56.31, 12.72, 573.439726, 
55.96, 12.86, 573.459787, 
54.57, 12.41, 573.479977, 
57.05, 12.42, 573.500296, 
53.62, 12.36, 573.521242, 
55.74, 12.57, 573.542098, 
55.51, 12.51, 573.563459, 
57.42, 13.94, 573.584181, 
64.39, 14.88, 573.603987, 
66.68, 15.22, 573.623822, 
66.90, 14.90, 573.643721, 
68.10, 14.77, 573.663569, 
68.29, 15.43, 573.683433, 
68.30, 15.95, 573.703314, 
65.15, 15.45, 573.723857, 
74.15, 17.59, 573.744414, 
58.27, 14.67, 573.764942, 
57.81, 14.22, 573.785678, 
56.60, 13.53, 573.806803, 
56.65, 14.12, 573.827046, 
55.68, 13.07, 573.847760, 
55.21, 12.47, 573.867865, 
57.77, 13.45, 573.888401, 
55.41, 12.76, 573.908254, 
57.02, 12.46, 573.927805, 
54.61, 12.41, 573.947819, 
56.84, 12.61, 573.967786, 
54.56, 12.62, 573.987792, 
55.09, 12.59, 574.007835, 
56.91, 12.63, 574.027056, 
54.95, 13.34, 574.047686, 
64.37, 15.11, 574.067443, 
68.76, 14.33, 574.087180, 
67.17, 15.06, 574.106667, 
68.21, 15.03, 574.126191, 
66.54, 14.47, 574.145985, 
68.72, 16.35, 574.165691, 
66.96, 15.35, 574.186110, 
71.51, 17.46, 574.206140, 
58.94, 14.40, 574.226370, 
57.51, 14.49, 574.246476, 
56.01, 13.71, 574.266677, 
57.85, 13.37, 574.286821, 
56.12, 13.72, 574.307114, 
56.67, 12.21, 574.327146, 
56.88, 13.50, 574.347154, 
54.87, 11.97, 574.367537, 
56.20, 12.73, 574.387839, 
54.98, 12.45, 574.407995, 
54.89, 12.75, 574.428787, 
55.86, 12.17, 574.449911, 
55.90, 11.99, 574.470720, 
56.19, 12.71, 574.491555, 
54.62, 13.71, 574.513900, 
65.40, 15.54, 574.533914, 
68.35, 15.04, 574.553874, 
68.42, 15.22, 574.573800, 
66.73, 14.98, 574.593733, 
68.17, 14.80, 574.613710, 
68.37, 15.81, 574.633685, 
63.63, 15.08, 574.656554, 
71.48, 17.60, 574.677114, 
60.13, 14.67, 574.697618, 
55.64, 13.84, 574.718531, 
57.54, 13.84, 574.739602, 
57.02, 13.92, 574.760556, 
57.60, 12.46, 574.781117, 
55.13, 12.80, 574.801616, 
56.81, 13.10, 574.822782, 
56.43, 12.37, 574.843641, 
55.45, 12.84, 574.864147, 
56.10, 11.98, 574.884725, 
56.73, 12.46, 574.905035, 
55.08, 12.61, 574.924982, 
55.23, 12.36, 574.944831, 
57.83, 12.75, 574.965333, 
54.92, 14.89, 574.984206, 
66.64, 15.22, 575.002988, 
66.86, 14.58, 575.021873, 
64.95, 15.10, 575.040740, 
65.13, 14.73, 575.059601, 
66.81, 15.09, 575.078470, 
66.65, 14.71, 575.097510, 
66.30, 15.79, 575.116586, 
66.27, 15.82, 575.135525, 
75.16, 17.80, 575.155861, 
58.95, 14.17, 575.176254, 
56.95, 13.33, 575.196790, 
58.57, 14.30, 575.217053, 
56.25, 13.57, 575.236938, 
56.25, 12.38, 575.256812, 
58.08, 13.37, 575.276742, 
54.16, 12.29, 575.296652, 
56.34, 12.63, 575.316605, 
54.33, 12.61, 575.336549, 
55.43, 12.34, 575.356521, 
54.95, 12.27, 575.376636, 
56.27, 12.42, 575.396825, 
54.92, 12.55, 575.416984, 
59.24, 13.96, 575.437781, 
65.45, 14.76, 575.457722, 
68.77, 15.34, 575.477504, 
67.37, 14.72, 575.497289, 
70.13, 15.35, 575.516642, 
65.52, 15.19, 575.536441, 
67.75, 16.38, 575.556194, 
64.17, 15.39, 575.578387, 
71.04, 16.96, 575.598937, 
59.25, 15.04, 575.619311, 
56.80, 13.72, 575.639647, 
57.43, 13.38, 575.659944, 
57.18, 14.86, 575.680515, 
55.23, 13.56, 575.701220, 
57.48, 12.00, 575.722016, 
59.03, 13.59, 575.743541, 
56.04, 12.68, 575.764332, 
59.07, 12.38, 575.785162, 
56.83, 12.38, 575.806052, 
58.76, 12.55, 575.827326, 
59.59, 12.56, 575.848244, 
57.12, 12.40, 575.869036, 
56.47, 12.85, 575.889802, 
61.27, 14.63, 575.909774, 
68.73, 15.20, 575.929641, 
69.23, 15.16, 575.949502, 
64.97, 14.53, 575.969346, 
68.52, 14.72, 575.989151, 
68.49, 14.85, 576.008962, 
68.89, 16.25, 576.028644, 
65.13, 15.23, 576.048380, 
77.78, 17.93, 576.068751, 
58.96, 14.84, 576.089184, 
58.73, 13.75, 576.110108, 
57.48, 13.96, 576.131082, 
54.94, 13.67, 576.151730, 
57.58, 12.89, 576.172181, 
56.80, 13.03, 576.192062, 
55.53, 12.68, 576.212593, 
56.33, 12.58, 576.232426, 
55.89, 12.35, 576.252282, 
54.90, 12.39, 576.272131, 
54.86, 12.61, 576.292122, 
55.06, 12.65, 576.312072, 
55.08, 12.01, 576.332038, 
57.38, 12.94, 576.352283, 
57.62, 14.72, 576.371961, 
68.94, 14.53, 576.391683, 
66.97, 15.22, 576.411440, 
66.94, 15.31, 576.431222, 
68.86, 14.55, 576.450968, 
67.41, 15.72, 576.470750, 
66.42, 15.94, 576.491161, 
75.56, 17.43, 576.511579, 
58.10, 14.68, 576.531995, 
58.92, 14.37, 576.552449, 
58.41, 13.88, 576.572984, 
56.83, 13.68, 576.593368, 
58.06, 13.95, 576.613664, 
58.58, 13.09, 576.634229, 
55.61, 13.12, 576.654383, 
55.41, 12.81, 576.674878, 
55.26, 12.54, 576.695399, 
56.27, 12.29, 576.715759, 
54.04, 12.40, 576.736747, 
56.84, 12.78, 576.757973, 
56.55, 12.37, 576.779298, 
54.66, 12.65, 576.800553, 
56.78, 14.03, 576.821796, 
61.06, 14.45, 576.841728, 
66.60, 14.65, 576.861646, 
66.80, 15.05, 576.881561, 
66.95, 14.71, 576.901520, 
66.71, 15.05, 576.921426, 
67.14, 15.34, 576.941363, 
65.11, 15.96, 576.961261, 
65.22, 14.97, 576.981180, 
72.89, 17.26, 577.001324, 
58.78, 14.88, 577.021886, 
59.67, 13.49, 577.042478, 
57.35, 14.13, 577.063013, 
59.77, 13.75, 577.083459, 
55.38, 12.19, 577.104294, 
58.43, 13.79, 577.124506, 
54.79, 12.54, 577.145183, 
57.17, 12.26, 577.165826, 
53.10, 12.41, 577.186175, 
57.72, 12.48, 577.206213, 
55.29, 12.29, 577.226341, 
56.17, 12.46, 577.246625, 
56.01, 12.23, 577.266339, 
57.59, 14.04, 577.287378, 
65.21, 14.74, 577.307156, 
67.28, 15.25, 577.326884, 
69.19, 15.10, 577.346706, 
68.74, 15.18, 577.366500, 
67.12, 14.98, 577.386303, 
67.92, 15.61, 577.406064, 
67.03, 17.13, 577.427911, 
73.69, 15.58, 577.448375, 
62.65, 14.26, 577.468246, 
63.08, 14.21, 577.488401, 
57.98, 13.63, 577.508874, 
57.45, 14.13, 577.528687, 
57.22, 13.63, 577.548568, 
56.83, 12.37, 577.568473, 
56.95, 13.40, 577.589117, 
53.53, 12.43, 577.609077, 
57.48, 12.66, 577.628869, 
56.66, 12.66, 577.648798, 
56.28, 12.07, 577.668734, 
56.15, 12.53, 577.689001, 
56.06, 12.83, 577.708959, 
56.59, 12.71, 577.728214, 
56.22, 13.95, 577.747887, 
64.17, 14.96, 577.766889, 
66.62, 15.22, 577.785834, 
64.32, 14.69, 577.804887, 
65.60, 14.87, 577.824024, 
67.34, 14.80, 577.843312, 
66.87, 14.98, 577.862776, 
64.62, 15.66, 577.882403, 
67.52, 15.07, 577.902017, 
64.33, 15.41, 577.921557, 
75.55, 17.34, 577.941252, 
61.78, 13.50, 577.961500, 
60.75, 13.90, 577.981715, 
60.83, 14.15, 578.001887, 
60.48, 12.34, 578.021976, 
59.61, 13.23, 578.042204, 
58.92, 12.54, 578.062852, 
58.35, 13.01, 578.081928, 
55.00, 12.12, 578.103466, 
53.32, 12.64, 578.123850, 
56.17, 12.39, 578.144586, 
52.24, 12.65, 578.165911, 
53.20, 12.47, 578.187597, 
57.13, 13.37, 578.207356, 
62.32, 14.87, 578.226706, 
65.86, 15.23, 578.245920, 
65.99, 15.31, 578.265215, 
69.01, 14.81, 578.284599, 
65.39, 14.49, 578.303913, 
66.40, 16.65, 578.323231, 
66.52, 15.38, 578.342881, 
71.24, 18.12, 578.361640, 
55.91, 13.67, 578.381253, 
53.60, 14.67, 578.402392, 
53.41, 13.96, 578.422323, 
54.87, 13.56, 578.443785, 
55.02, 13.96, 578.464962, 
53.81, 12.45, 578.486332, 
54.02, 13.95, 578.505936, 
53.28, 12.38, 578.527278, 
57.52, 12.69, 578.547711, 
55.23, 12.73, 578.568647, 
55.36, 12.86, 578.588943, 
55.07, 12.09, 578.609949, 
56.15, 12.39, 578.630645, 
55.59, 12.49, 578.651306, 
57.38, 13.63, 578.672403, 
65.48, 15.42, 578.691912, 
65.50, 14.94, 578.711456, 
69.24, 15.07, 578.731030, 
65.78, 14.61, 578.750650, 
68.90, 15.42, 578.770291, 
65.32, 16.05, 578.789966, 
66.47, 14.62, 578.810367, 
76.21, 17.94, 578.830317, 
56.23, 14.34, 578.850897, 
55.87, 13.68, 578.871419, 
53.75, 13.91, 578.892509, 
55.31, 13.52, 578.913087, 
53.91, 13.25, 578.934409, 
55.22, 12.52, 578.955082, 
56.88, 12.89, 578.975811, 
52.68, 12.49, 578.996976, 
54.71, 12.53, 579.017995, 
55.56, 12.31, 579.038782, 
54.81, 12.03, 579.059617, 
55.14, 12.48, 579.080809, 
54.57, 12.24, 579.101848, 
54.52, 12.60, 579.122526, 
52.16, 14.62, 579.143554, 
66.36, 15.23, 579.163273, 
66.04, 14.88, 579.183011, 
67.55, 14.70, 579.202733, 
66.75, 15.31, 579.222241, 
67.58, 14.60, 579.241794, 
67.42, 15.35, 579.261374, 
67.52, 15.92, 579.280822, 
64.07, 15.62, 579.300973, 
73.37, 17.48, 579.320558, 
57.84, 13.38, 579.340890, 
58.00, 14.13, 579.361193, 
56.53, 13.54, 579.381659, 
57.78, 12.95, 579.402092, 
57.39, 13.31, 579.422536, 
58.88, 12.82, 579.443007, 
56.40, 12.59, 579.463406, 
57.83, 12.66, 579.483788, 
57.80, 12.32, 579.504121, 
56.29, 12.34, 579.524492, 
57.74, 13.03, 579.544811, 
56.33, 12.35, 579.565138, 
55.96, 12.79, 579.585704, 
54.81, 14.66, 579.606211, 
66.61, 14.62, 579.625856, 
67.34, 15.04, 579.645535, 
66.85, 14.63, 579.665187, 
68.73, 15.30, 579.684853, 
65.37, 15.64, 579.704417, 
69.01, 15.89, 579.724060, 
72.18, 17.65, 579.745373, 
60.46, 14.68, 579.765695, 
57.05, 14.45, 579.786024, 
58.27, 13.69, 579.806257, 
58.12, 13.74, 579.826485, 
58.73, 14.06, 579.846700, 
58.18, 13.43, 579.866935, 
59.53, 12.78, 579.887079, 
55.00, 12.35, 579.908121, 
54.53, 12.78, 579.928711, 
54.01, 12.47, 579.949268, 
56.09, 12.40, 579.969960, 
55.22, 12.76, 579.990561, 
58.11, 12.19, 580.011180, 
55.03, 12.08, 580.032187, 
54.27, 13.10, 580.053436, 
55.01, 14.75, 580.074516, 
60.92, 15.00, 580.095669, 
65.11, 15.27, 580.115351, 
64.74, 14.80, 580.135072, 
67.77, 14.52, 580.154809, 
66.15, 15.22, 580.174558, 
66.25, 15.87, 580.194305, 
67.01, 15.89, 580.214002, 
72.58, 17.73, 580.234336, 
56.08, 14.35, 580.254672, 
55.08, 13.30, 580.274969, 
57.19, 14.36, 580.295825, 
56.16, 13.57, 580.316603, 
55.80, 12.66, 580.337534, 
56.29, 13.48, 580.357784, 
50.11, 12.34, 580.378852, 
56.02, 12.24, 580.399840, 
56.50, 12.34, 580.420557, 
56.56, 12.44, 580.441216, 
55.64, 12.09, 580.462061, 
56.19, 12.73, 580.483684, 
56.02, 12.32, 580.503429, 
53.20, 13.96, 580.525773, 
64.92, 15.78, 580.544693, 
66.88, 14.69, 580.563470, 
64.97, 15.13, 580.582454, 
64.87, 14.67, 580.601330, 
66.77, 15.37, 580.620219, 
66.78, 14.90, 580.639183, 
66.61, 15.17, 580.658270, 
66.26, 15.00, 580.677385, 
66.35, 15.54, 580.696439, 
66.62, 17.06, 580.717785, 
62.08, 14.45, 580.737510, 
60.29, 13.73, 580.757197, 
59.42, 13.69, 580.776831, 
60.05, 12.53, 580.796574, 
59.56, 13.21, 580.816161, 
55.48, 12.39, 580.836530, 
57.38, 12.97, 580.856840, 
55.46, 12.33, 580.877214, 
56.46, 12.29, 580.897714, 
57.46, 12.55, 580.917897, 
54.41, 12.82, 580.938820, 
56.10, 12.55, 580.959733, 
54.06, 13.13, 580.980211, 
61.68, 14.78, 581.000010, 
68.51, 15.04, 581.020245, 
68.27, 15.15, 581.039883, 
68.45, 14.97, 581.059478, 
68.55, 15.03, 581.079088, 
69.60, 15.92, 581.097948, 
69.35, 15.76, 581.117714, 
75.93, 17.42, 581.138050, 
60.72, 13.95, 581.158441, 
59.57, 14.50, 581.178794, 
57.49, 13.57, 581.199131, 
55.57, 13.83, 581.219629, 
57.86, 14.06, 581.240050, 
55.17, 12.07, 581.260991, 
56.80, 13.83, 581.281086, 
55.95, 12.51, 581.301983, 
57.32, 12.07, 581.322814, 
55.96, 11.94, 581.344185, 
54.92, 12.17, 581.365460, 
55.02, 12.45, 581.386679, 
55.38, 12.81, 581.407668, 
55.99, 12.18, 581.427885, 
54.19, 14.09, 581.449048, 
61.72, 14.26, 581.469314, 
62.99, 15.52, 581.488244, 
64.93, 15.14, 581.507032, 
65.26, 14.34, 581.525903, 
66.94, 15.01, 581.544778, 
66.84, 15.38, 581.563644, 
66.57, 15.81, 581.582668, 
65.93, 15.24, 581.602425, 
76.22, 17.09, 581.622326, 
60.82, 14.59, 581.642380, 
59.56, 13.77, 581.662390, 
59.65, 14.01, 581.682458, 
58.41, 13.52, 581.702916, 
57.16, 12.39, 581.723213, 
59.60, 13.42, 581.743368, 
56.09, 13.50, 581.762389, 
57.65, 12.17, 581.781781, 
56.57, 12.51, 581.800757, 
58.82, 12.60, 581.819802, 
54.23, 11.82, 581.839690, 
55.00, 12.74, 581.860420, 
60.45, 12.50, 581.880950, 
58.57, 13.09, 581.900332, 
55.77, 14.63, 581.919375, 
65.68, 14.03, 581.938397, 
67.07, 15.42, 581.957139, 
65.68, 14.68, 581.976334, 
65.80, 15.28, 581.995345, 
67.04, 15.50, 582.014909, 
66.51, 15.39, 582.034307, 
62.06, 16.63, 582.055538, 
62.43, 15.33, 582.076068, 
55.11, 13.67, 582.097016, 
53.92, 14.12, 582.117438, 
54.21, 13.45, 582.138114, 
55.05, 14.04, 582.158231, 
53.50, 12.36, 582.179875, 
54.13, 13.32, 582.199930, 
53.65, 12.97, 582.220839, 
54.02, 12.33, 582.241119, 
52.52, 12.54, 582.261675, 
54.35, 12.25, 582.282002, 
53.08, 12.30, 582.302481, 
53.33, 12.40, 582.323856, 
54.48, 12.46, 582.344146, 
53.67, 13.18, 582.366312, 
60.92, 15.48, 582.385475, 
65.18, 15.39, 582.404872, 
67.00, 14.80, 582.424150, 
65.25, 14.48, 582.443544, 
66.44, 14.76, 582.463071, 
64.36, 15.14, 582.482726, 
67.71, 15.82, 582.502485, 
67.17, 15.70, 582.522266, 
69.51, 17.53, 582.543879, 
62.94, 15.07, 582.563983, 
60.03, 13.56, 582.584046, 
59.87, 14.03, 582.604134, 
59.91, 14.22, 582.624222, 
60.07, 12.71, 582.644270, 
60.93, 13.15, 582.663832, 
60.86, 12.66, 582.683873, 
57.32, 12.06, 582.704445, 
55.20, 12.82, 582.725073, 
57.95, 11.65, 582.745699, 
55.35, 12.74, 582.766569, 
55.82, 12.60, 582.787518, 
56.63, 11.75, 582.808411, 
56.64, 13.41, 582.828269, 
60.88, 14.96, 582.848076, 
66.76, 14.87, 582.867899, 
66.69, 14.91, 582.887731, 
68.46, 14.80, 582.907570, 
68.72, 15.24, 582.927300, 
67.48, 15.87, 582.947165, 
66.29, 15.58, 582.967251, 
77.79, 17.89, 582.987345, 
58.66, 14.23, 583.007947, 
57.50, 14.14, 583.028844, 
56.27, 13.24, 583.049965, 
56.51, 14.30, 583.070601, 
54.52, 13.59, 583.091161, 
57.62, 12.69, 583.111696, 
55.82, 13.74, 583.131394, 
55.59, 12.04, 583.151472, 
56.06, 12.31, 583.171377, 
55.71, 12.63, 583.191320, 
56.07, 12.39, 583.211186, 
55.37, 12.27, 583.231252, 
53.41, 12.56, 583.251288, 
57.37, 12.43, 583.271765, 
54.59, 13.45, 583.291856, 
57.40, 14.78, 583.310699, 
66.55, 14.65, 583.329645, 
66.87, 15.12, 583.348490, 
65.40, 15.15, 583.367308, 
66.48, 14.57, 583.386237, 
64.89, 15.07, 583.405079, 
66.74, 15.09, 583.423907, 
67.29, 15.42, 583.442899, 
66.38, 16.28, 583.461906, 
62.97, 15.39, 583.481704, 
72.11, 16.34, 583.502050, 
58.61, 14.25, 583.520876, 
57.99, 13.78, 583.540286, 
57.72, 13.33, 583.559881, 
54.57, 12.54, 583.580518, 
57.44, 12.96, 583.602029, 
55.95, 12.39, 583.623925, 
57.08, 12.42, 583.644211, 
53.61, 12.07, 583.664150, 
53.28, 12.49, 583.684775, 
57.33, 12.74, 583.704934, 
52.47, 12.02, 583.726929, 
54.42, 12.81, 583.746862, 
56.45, 14.85, 583.766383, 
65.81, 14.95, 583.785465, 
66.91, 14.90, 583.804636, 
65.67, 15.95, 583.823844, 
67.95, 14.82, 583.843058, 
67.55, 15.24, 583.862357, 
65.44, 16.10, 583.881258, 
63.71, 16.24, 583.902824, 
63.79, 16.08, 583.922259, 
55.49, 13.31, 583.942225, 
54.40, 13.57, 583.964049, 
52.61, 13.83, 583.985096, 
54.77, 14.05, 584.005082, 
53.67, 13.18, 584.026414, 
54.44, 12.82, 584.046491, 
55.29, 12.88, 584.067488, 
51.28, 12.48, 584.088537, 
53.69, 12.74, 584.108963, 
54.91, 11.79, 584.130422, 
54.13, 13.19, 584.150399, 
53.42, 12.53, 584.171537, 
52.96, 12.57, 584.192247, 
55.90, 13.08, 584.213152, 
59.45, 14.83, 584.232300, 
65.57, 15.08, 584.251569, 
65.14, 14.80, 584.270879, 
66.97, 15.62, 584.290220, 
65.43, 14.78, 584.309383, 
66.52, 14.94, 584.328922, 
65.70, 15.86, 584.348010, 
66.34, 16.11, 584.369725, 
64.49, 16.00, 584.389952, 
52.40, 14.56, 584.410429, 
54.34, 13.23, 584.432249, 
54.35, 14.15, 584.453322, 
54.91, 13.97, 584.473353, 
53.09, 12.61, 584.494582, 
52.61, 13.35, 584.514549, 
55.48, 12.54, 584.535743, 
52.41, 12.45, 584.556928, 
53.76, 12.28, 584.577146, 
54.81, 12.22, 584.599002, 
53.92, 12.16, 584.618872, 
54.14, 12.39, 584.639763, 
53.90, 12.51, 584.660993, 
53.52, 13.79, 584.681671, 
63.18, 14.54, 584.700791, 
65.48, 14.76, 584.720070, 
65.40, 15.71, 584.739419, 
68.38, 14.19, 584.758933, 
67.89, 15.13, 584.778263, 
66.66, 15.27, 584.797433, 
67.04, 15.70, 584.817559, 
71.31, 17.36, 584.839161, 
61.49, 14.69, 584.859603, 
57.38, 14.25, 584.880654, 
57.79, 13.69, 584.901905, 
54.53, 13.69, 584.923662, 
56.30, 13.73, 584.945523, 
56.79, 12.25, 584.966674, 
55.17, 13.10, 584.988641, 
56.08, 12.24, 585.009910, 
57.86, 12.89, 585.031408, 
55.62, 11.85, 585.053177, 
55.24, 12.72, 585.074023, 
53.71, 12.49, 585.094899, 
53.65, 12.31, 585.116920, 
55.98, 12.56, 585.138573, 
58.12, 15.27, 585.158518, 
66.78, 14.38, 585.178475, 
66.96, 14.47, 585.198336, 
65.03, 14.43, 585.218235, 
66.83, 15.14, 585.238140, 
66.96, 15.91, 585.258093, 
66.55, 15.57, 585.278492, 
68.52, 17.58, 585.299552, 
55.07, 14.32, 585.320658, 
54.69, 14.27, 585.342238, 
53.89, 13.62, 585.363337, 
55.04, 14.13, 585.384813, 
54.85, 13.58, 585.406102, 
52.61, 12.25, 585.427398, 
54.98, 13.09, 585.449440, 
53.74, 12.62, 585.470393, 
53.29, 12.16, 585.492417, 
53.87, 12.33, 585.514316, 
53.91, 12.25, 585.536375, 
53.13, 12.43, 585.558604, 
55.00, 12.75, 585.579737, 
50.31, 13.17, 585.601198, 
58.34, 14.50, 585.621048, 
64.47, 15.20, 585.640807, 
66.47, 14.61, 585.660542, 
64.77, 14.61, 585.680057, 
67.18, 15.03, 585.699604, 
67.09, 15.18, 585.719181, 
67.59, 16.01, 585.738834, 
67.37, 15.47, 585.760261, 
70.75, 17.22, 585.780886, 
56.16, 14.27, 585.801421, 
56.64, 13.71, 585.822025, 
58.06, 13.51, 585.842886, 
55.74, 14.18, 585.863694, 
56.38, 11.49, 585.884582, 
54.73, 13.57, 585.904949, 
56.93, 12.44, 585.925836, 
56.11, 12.69, 585.946627, 
53.52, 12.64, 585.968167, 
55.28, 12.33, 585.989553, 
56.34, 12.68, 586.010191, 
55.11, 11.75, 586.031017, 
53.85, 12.60, 586.052229, 
54.69, 14.46, 586.073227, 
60.98, 15.24, 586.093046, 
67.19, 14.81, 586.112639, 
65.68, 14.88, 586.132363, 
65.85, 15.24, 586.152098, 
65.37, 14.79, 586.171842, 
67.01, 14.97, 586.191639, 
67.23, 16.32, 586.210984, 
64.74, 15.25, 586.230370, 
73.74, 16.96, 586.249959, 
56.96, 14.36, 586.269952, 
61.99, 13.63, 586.289772, 
55.42, 13.94, 586.310275, 
56.47, 14.21, 586.330841, 
52.48, 12.42, 586.351527, 
59.18, 13.46, 586.371570, 
54.89, 12.87, 586.392113, 
54.98, 12.20, 586.412618, 
56.14, 12.34, 586.433634, 
54.07, 12.60, 586.454443, 
55.24, 12.06, 586.475353, 
54.08, 12.46, 586.496631, 
55.33, 12.55, 586.517826, 
58.61, 14.53, 586.537688, 
68.21, 15.25, 586.557333, 
65.32, 14.72, 586.576964, 
69.10, 15.10, 586.596527, 
66.78, 15.17, 586.616119, 
67.05, 14.50, 586.635722, 
66.29, 15.55, 586.655369, 
66.10, 15.45, 586.675026, 
65.06, 17.35, 586.697234, 
63.98, 14.94, 586.717800, 
57.83, 14.48, 586.738284, 
57.93, 13.53, 586.758752, 
57.96, 14.23, 586.779229, 
56.12, 13.27, 586.799632, 
57.72, 12.49, 586.820035, 
54.83, 13.27, 586.841387, 
54.37, 11.73, 586.862193, 
55.22, 12.60, 586.883146, 
53.69, 12.32, 586.904670, 
55.09, 12.46, 586.925582, 
53.31, 12.89, 586.946425, 
55.06, 12.27, 586.967458, 
51.35, 13.01, 586.988786, 
53.27, 14.83, 587.009323, 
66.63, 14.74, 587.029178, 
66.97, 15.10, 587.049023, 
65.30, 15.17, 587.068736, 
67.37, 14.43, 587.088459, 
65.33, 14.83, 587.108243, 
67.13, 16.18, 587.127832, 
64.92, 15.88, 587.147454, 
71.77, 17.51, 587.167586, 
56.88, 14.62, 587.187488, 
54.87, 13.43, 587.208410, 
54.08, 13.85, 587.228949, 
54.87, 13.87, 587.249780, 
57.56, 12.56, 587.270444, 
56.14, 13.87, 587.290756, 
57.48, 12.29, 587.312011, 
54.45, 11.85, 587.333315, 
55.77, 12.87, 587.354051, 
54.16, 12.29, 587.374976, 
54.62, 12.65, 587.396457, 
53.89, 13.00, 587.417624, 
56.19, 12.69, 587.438392, 
51.40, 13.83, 587.459849, 
61.69, 15.16, 587.479491, 
68.05, 14.94, 587.499155, 
66.00, 15.01, 587.518833, 
66.48, 14.93, 587.538515, 
67.60, 15.56, 587.558225, 
66.20, 15.98, 587.577961, 
61.25, 16.59, 587.600669, 
68.57, 16.08, 587.621194, 
55.09, 15.23, 587.641773, 
55.65, 13.53, 587.662679, 
52.79, 13.77, 587.683889, 
55.69, 14.12, 587.705212, 
54.62, 12.80, 587.725863, 
55.35, 13.35, 587.746530, 
56.28, 12.70, 587.768280, 
54.13, 12.61, 587.789631, 
54.72, 12.28, 587.810361, 
55.94, 12.07, 587.831279, 
54.06, 12.68, 587.852651, 
53.46, 12.40, 587.873806, 
55.09, 12.87, 587.894525, 
54.08, 13.50, 587.915060, 
55.28, 14.79, 587.936156, 
63.43, 15.06, 587.955813, 
67.93, 15.00, 587.975473, 
66.51, 14.96, 587.995139, 
66.25, 14.86, 588.014823, 
68.09, 16.16, 588.034560, 
66.23, 15.70, 588.054302, 
69.89, 17.41, 588.074719, 
56.02, 14.90, 588.095139, 
55.35, 14.11, 588.116297, 
53.96, 13.72, 588.137424, 
55.47, 13.55, 588.158218, 
56.96, 13.60, 588.179153, 
53.02, 12.65, 588.200596, 
55.75, 13.02, 588.221276, 
53.50, 12.28, 588.242051, 
56.22, 12.42, 588.262948, 
54.82, 12.42, 588.284410, 
53.59, 12.30, 588.305858, 
55.28, 12.20, 588.326600, 
53.98, 12.62, 588.347540, 
54.24, 12.65, 588.368835, 
54.13, 15.11, 588.389317, 
66.56, 14.98, 588.408995, 
68.79, 15.12, 588.428569, 
64.82, 14.27, 588.448158, 
68.14, 15.06, 588.467769, 
66.35, 15.23, 588.487425, 
66.20, 15.62, 588.507117, 
65.80, 16.59, 588.529045, 
70.18, 16.10, 588.549291, 
55.51, 13.94, 588.569986, 
54.85, 14.22, 588.590459, 
58.04, 13.33, 588.610796, 
56.57, 13.99, 588.631800, 
54.20, 12.63, 588.652935, 
55.66, 12.86, 588.673231, 
54.35, 13.02, 588.694213, 
53.50, 12.36, 588.715741, 
52.91, 12.51, 588.737196, 
55.89, 12.25, 588.757867, 
55.66, 12.11, 588.778710, 
53.32, 12.39, 588.800196, 
55.06, 12.55, 588.821565, 
54.39, 13.40, 588.842703, 
58.92, 15.36, 588.862538, 
66.86, 14.33, 588.882320, 
67.16, 15.20, 588.902145, 
65.43, 15.13, 588.921981, 
65.33, 14.78, 588.941803, 
67.08, 15.28, 588.961264, 
66.63, 15.70, 588.980644, 
59.86, 15.84, 589.002843, 
67.81, 16.04, 589.023335, 
54.55, 14.15, 589.044425, 
55.33, 14.19, 589.065033, 
54.09, 13.45, 589.086070, 
56.13, 13.34, 589.106935, 
