CPU_Power(W),DRAM_Power(W),Time(S),
67.35,14.21,355.945206, 
70.74,14.89,355.964246, 
73.4,14.57,355.983372, 
71.44,15.3,356.002916, 
68.27,14.06,356.022488, 
65.26,14.14,356.042856, 
64.64,13.23,356.062898, 
71.2,13.95,356.082311, 
62.62,13.47,356.102674, 
67.96,13.2,356.12188, 
67.75,12.75,356.141354, 
67.96,14.1,356.161075, 
71.03,14.52,356.180904, 
64.08,12.52,356.201215, 
63.34,12.34,356.221359, 
76.48,16.93,356.241136, 
66.14,14.12,356.26012, 
74.74,15.43,356.279445, 
69.05,14.89,356.29867, 
71.26,15.3,356.31791, 
71.54,14.78,356.337403, 
65.98,14.86,356.357495, 
67.45,15.28,356.37676, 
65.22,13.73,356.396861, 
64.41,14.8,356.416919, 
61.8,14.58,356.437392, 
62.43,13.07,356.457876, 
62.68,14.41,356.477529, 
68.52,13.42,356.497492, 
69.45,12.92,356.516826, 
66.42,13.81,356.536464, 
64.71,12.43,356.555761, 
68.92,13.37,356.575601, 
64.5,12.46,356.595754, 
63.02,12.75,356.615588, 
67.07,12.82,356.635453, 
62.11,12.85,356.654452, 
68.46,12.86,356.673851, 
61.71,14.8,356.69324, 
60.32,14.41,356.713568, 
57.16,14.65,356.73493, 
59.9,15.57,356.754436, 
65.5,15.01,356.773955, 
62.83,15.13,356.794218, 
56.9,14.96,356.814367, 
65.82,14.83,356.834608, 
67.29,16.37,356.853853, 
65.31,14.71,356.873666, 
59.11,13.6,356.89353, 
57.52,14.18,356.913647, 
59.33,13.35,356.933751, 
55.63,13.76,356.953676, 
60.38,12.08,356.9741, 
57.19,12.52,356.994829, 
56.02,12.11,357.014742, 
59.54,12.7,357.0359, 
58.21,13.62,357.055186, 
59.57,13.08,357.075684, 
59.22,13.29,357.09532, 
63.01,12.95,357.114747, 
61.24,12.81,357.134032, 
64.52,13.52,357.153228, 
68.38,13.32,357.172576, 
58.85,12.69,357.19275, 
59.07,14.42,357.212107, 
60.68,12.66,357.232312, 
55.61,12.61,357.252547, 
54.86,12.82,357.273154, 
54.3,12.79,357.293315, 
61.76,13.08,357.312492, 
60.13,12.95,357.331996, 
61.52,12.87,357.351916, 
54.26,12.63,357.37283, 
60.44,12.54,357.393238, 
60.01,13.45,357.412668, 
58.59,12.55,357.432461, 
58.55,13.26,357.452607, 
57.56,12.93,357.471168, 
62.32,12.62,357.491087, 
59.66,12.85,357.511306, 
59.98,12.68,357.530633, 
61.44,12.99,357.55067, 
60.3,12.95,357.569937, 
63.51,13.13,357.589153, 
65.66,12.4,357.608391, 
61.57,12.51,357.627912, 
58.72,12.41,357.648301, 
56.97,12.92,357.668664, 
58.35,13.27,357.689037, 
62.81,14.37,357.709203, 
61.88,14.33,357.730108, 
72.91,16.66,357.750264, 
57.78,12.75,357.768922, 
63.9,12.45,357.788544, 
60.43,12.76,357.807771, 
64.77,12.77,357.827016, 
56.24,12.25,357.847784, 
60.08,13.26,357.868152, 
56.72,12.6,357.888366, 
59.82,12.66,357.907622, 
61.59,13.21,357.926678, 
64.41,13,357.945446, 
66.01,12.42,357.963858, 
62.18,12.3,357.982542, 
67.59,12.94,358.000973, 
62.64,12.84,358.01969, 
68.21,14.09,358.038987, 
68.9,14.12,358.058366, 
78.62,16.85,358.077037, 
63.93,11.87,358.096493, 
61.94,12.95,358.116002, 
62.14,13.18,358.135597, 
60.53,13.8,358.155783, 
62.24,13.01,358.175885, 
60.54,13.68,358.196448, 
62.53,14.56,358.216774, 
69.55,17.04,358.239306, 
75.77,12.88,358.257979, 
68.59,13.17,358.276614, 
62.84,12.23,358.295583, 
65.66,12.46,358.314722, 
64.36,12.74,358.334038, 
62.32,13.18,358.353205, 
63.21,12.59,358.372314, 
64.58,13.2,358.391531, 
64.87,12.11,358.410304, 
64.33,12.97,358.428957, 
63.67,12.89,358.44832, 
65.01,12.85,358.468489, 
64.64,13.67,358.487682, 
60.4,12.59,358.507761, 
62.31,12.66,358.52777, 
55.67,12.82,358.548431, 
63.06,13.42,358.568094, 
61.35,12.89,358.587341, 
60.91,12.44,358.607369, 
58.91,12.61,358.626737, 
60.38,12.89,358.645956, 
62.62,12.6,358.665186, 
65.17,12.92,358.683714, 
62.38,12.56,358.702424, 
64.66,12.63,358.72165, 
61.09,13.16,358.741594, 
59.97,12.87,358.760774, 
66.95,13.21,358.779517, 
68.23,14.11,358.798131, 
65.05,13.07,358.817222, 
66.18,15.7,358.83679, 
64.5,12.67,358.856754, 
57.66,12.38,358.877508, 
57.08,12.97,358.898248, 
56.35,13.07,358.918381, 
55.98,12.21,358.938594, 
58.28,13.29,358.957709, 
62.42,12.41,358.976698, 
65.7,12.84,358.996014, 
59.9,12.63,359.01566, 
62.5,13.31,359.034946, 
56.1,12.71,359.054635, 
61.63,13.19,359.074387, 
60.29,12.82,359.093827, 
56.42,12.45,359.113503, 
59.69,12.84,359.133001, 
58.9,12.7,359.152287, 
58.77,13.23,359.171837, 
56.32,12.67,359.192005, 
52.02,12.2,359.212558, 
58.23,13.22,359.233215, 
58.72,13.15,359.253539, 
60.09,12.82,359.272838, 
64.87,12.11,359.291988, 
60.78,12.69,359.311163, 
59.37,12.75,359.331107, 
58.5,12.78,359.35155, 
53.9,12.91,359.372271, 
57.61,12.89,359.392198, 
60.73,12.84,359.411678, 
62.52,12.58,359.431089, 
58.27,12.85,359.450237, 
67.64,12.99,359.469271, 
65.7,12.78,359.488514, 
64.4,13.08,359.508348, 
55.96,12.59,359.528542, 
55.25,12.19,359.548707, 
55.18,12.52,359.568747, 
52.54,12.8,359.588828, 
53.57,12.42,359.608254, 
60.61,12.87,359.628664, 
59.81,13.07,359.647051, 
59.77,12.16,359.666821, 
66.24,13.53,359.685669, 
60.96,12.88,359.704278, 
63.06,12.89,359.723431, 
56.45,12.1,359.743241, 
55.37,12.6,359.764092, 
56.62,13.19,359.783886, 
61.81,12.68,359.803901, 
64.26,12.87,359.823571, 
62.38,13.2,359.843293, 
57.81,12.91,359.863624, 
57.08,12.45,359.884431, 
57.79,13.5,359.905849, 
58.21,12.98,359.925408, 
58.9,12.64,359.944696, 
63.8,12.98,359.963294, 
62.02,12.81,359.982657, 
63.37,12.96,360.001205, 
70.65,13.05,360.019888, 
64.96,13.15,360.039687, 
61.8,13.03,360.059518, 
61.79,13.46,360.080331, 
60.8,13.99,360.100464, 
64.14,15.97,360.122755, 
73.93,13.8,360.143141, 
56.36,13.14,360.16298, 
65.24,12.98,360.181905, 
65.6,14.21,360.201177, 
60.54,13.23,360.220158, 
65.57,13.1,360.238559, 
63.42,12.59,360.257745, 
59.53,12.73,360.277838, 
65.76,15.06,360.297425, 
61.28,16.2,360.319279, 
82.1,14.35,360.338471, 
69.31,12.8,360.357564, 
67.9,13.2,360.377263, 
66.78,12.8,360.397198, 
66.25,13.07,360.416551, 
71.46,12.79,360.43606, 
67.76,13.47,360.455287, 
68.7,12.66,360.47498, 
62.83,14.65,360.494569, 
65.03,14.33,360.514208, 
65.39,14.85,360.534014, 
64.51,14.65,360.554046, 
65.55,14.85,360.574025, 
63.2,14.73,360.593947, 
64.03,14.63,360.613658, 
70.18,15.4,360.632269, 
70.82,14.21,360.651713, 
60.84,14.4,360.671654, 
66.7,14.09,360.691691, 
67.97,14.23,360.710906, 
67.35,13.18,360.730098, 
71.94,13.41,360.749289, 
66.5,13.14,360.768669, 
66.26,12.54,360.788039, 
60.54,13.03,360.80761, 
65.77,12.75,360.826016, 
64.18,13.09,360.845452, 
65.38,12.57,360.864905, 
60.06,12.38,360.884358, 
61.48,12.67,360.902727, 
72.28,14.85,360.921709, 
76.91,15.44,360.940644, 
64.49,14.05,360.9604, 
65.86,14.98,360.980167, 
64.84,13.73,360.999685, 
71.17,15.63,361.018996, 
69.55,15.04,361.03814, 
67.61,14.55,361.057637, 
65.28,14.68,361.077034, 
66.78,14.67,361.096253, 
68.38,13.66,361.115479, 
68.95,14.18,361.134736, 
66.15,13.35,361.154506, 
72.69,13.53,361.173166, 
65.6,13.61,361.192357, 
73.83,14.02,361.211467, 
66.69,12.33,361.231464, 
62.31,12.84,361.251161, 
68.24,12.79,361.270649, 
63.08,12.74,361.290433, 
64.68,12.76,361.310209, 
61.15,12.8,361.330939, 
64.61,14.8,361.350825, 
68.32,15.39,361.37035, 
70.48,14.65,361.389813, 
64.62,15.06,361.408873, 
67.38,15.25,361.42883, 
75.97,14.57,361.447668, 
78.76,14.47,361.466604, 
76.97,15.92,361.485653, 
76.26,16.94,361.504986, 
89.42,19.31,361.52471, 
73.26,14.74,361.543909, 
67.98,14.15,361.563072, 
72.78,13.3,361.582122, 
67.44,13.14,361.601228, 
71.77,13.2,361.620447, 
73.93,12.59,361.639677, 
71.06,13.14,361.658853, 
67.81,13,361.67861, 
62.43,12.36,361.698613, 
62.45,13.09,361.718524, 
66.06,12.59,361.737814, 
62.82,13.82,361.758334, 
66.07,14.97,361.777917, 
65.5,14.86,361.79784, 
64.12,14.51,361.817773, 
63.85,15.33,361.838268, 
69.43,14.63,361.857498, 
69.33,14.86,361.876717, 
68.53,14.62,361.896062, 
65.4,14.42,361.916085, 
67.6,15.12,361.936051, 
65.7,14.13,361.955623, 
67.71,13.88,361.975039, 
61.02,13.55,361.994871, 
62.33,12.32,362.014206, 
69.08,13.8,362.033618, 
67.16,12.69,362.052935, 
70.82,12.9,362.072185, 
65.22,12.46,362.091418, 
68.12,12.46,362.110562, 
68.59,13.56,362.129788, 
70.38,14.41,362.149023, 
80.75,16.77,362.169914, 
71.4,14.58,362.189729, 
66.12,15.72,362.209718, 
67.87,14.82,362.231893, 
77.7,18.95,362.251462, 
69.41,15.13,362.271342, 
67.39,14.77,362.290889, 
72.26,14.14,362.31041, 
67.76,14.65,362.330299, 
65.29,14.42,362.350343, 
62.7,14.27,362.370221, 
69.98,14.76,362.389546, 
66.76,15.78,362.409613, 
77.42,15.98,362.434242, 
71.53,13.81,362.453709, 
69.14,13.6,362.473306, 
63.57,12.44,362.493098, 
67.03,13.23,362.512269, 
65.44,12.3,362.531489, 
71.69,12.69,362.550784, 
72.35,13.26,362.56976, 
71.95,13.54,362.588089, 
63.95,14.01,362.607387, 
68.77,14.55,362.62639, 
68.3,14.59,362.645022, 
68.19,14.8,362.664084, 
69.87,14.13,362.683087, 
67.19,14.48,362.702549, 
67.08,14.58,362.721664, 
69.98,14.8,362.740588, 
71.45,14.8,362.760592, 
68.03,14.82,362.780622, 
69.05,14.37,362.80002, 
73.64,14.32,362.8191, 
69.27,14.01,362.838328, 
67.93,12.97,362.857205, 
70.7,14.14,362.876379, 
64.75,13.1,362.895954, 
56.99,12.47,362.91636, 
66.43,12.92,362.935654, 
65.28,12.67,362.954672, 
68.58,12.44,362.973869, 
67.3,12.72,362.993144, 
70.03,12.8,363.012423, 
66.95,14.41,363.03228, 
75.21,15.57,363.051575, 
66.51,15.3,363.071429, 
68.63,14.7,363.090655, 
70.91,16.79,363.109928, 
75.14,17.32,363.129226, 
70.72,16.4,363.148535, 
72.55,16.5,363.167857, 
64.1,15.34,363.187845, 
64.29,14.58,363.207748, 
64.37,14.09,363.227904, 
66.69,14.74,363.246772, 
70.98,13.92,363.265965, 
68.64,13.35,363.285082, 
66.94,14.11,363.304921, 
67.81,12.4,363.323426, 
67.07,13.21,363.341941, 
64.26,12.33,363.362153, 
61.39,12.97,363.382184, 
63.21,12.84,363.402097, 
66.15,12.58,363.42265, 
60.04,12.69,363.443597, 
57.06,14.61,363.463163, 
68.86,14.62,363.482933, 
66.82,15.16,363.502167, 
67.34,14.13,363.522417, 
65.49,14.29,363.542407, 
68.97,15.7,363.561229, 
70.94,14.88,363.579747, 
72.18,14.27,363.598274, 
73.04,15.05,363.617107, 
60.79,14.54,363.63664, 
66.55,13.74,363.656579, 
67.53,15,363.676319, 
68.32,14.47,363.696091, 
64.73,12.64,363.715456, 
68.05,14.29,363.735313, 
64.69,12.75,363.754794, 
64.23,12.52,363.77477, 
58.9,12.66,363.794855, 
62.67,12.7,363.814964, 
60.44,12.72,363.835579, 
64.86,12.99,363.854936, 
68.37,13.42,363.875201, 
61.69,14.36,363.89515, 
70.2,15.36,363.91469, 
69.47,14.64,363.934459, 
64.58,14.57,363.95395, 
69.21,14.99,363.973722, 
69.15,14.25,363.993853, 
62.34,14.51,364.013877, 
64.04,14.6,364.034162, 
61.19,14.57,364.054144, 
60.95,13.94,364.074241, 
60.92,13.93,364.094429, 
69.43,13.94,364.113648, 
70.46,13.28,364.132878, 
64.25,13.04,364.152915, 
61.65,12.9,364.173192, 
66.34,12.86,364.192714, 
64.39,12.98,364.212542, 
67.08,12.68,364.232474, 
61.33,12.35,364.25286, 
63.69,12.97,364.272682, 
67.27,12.81,364.293239, 
63.85,14.46,364.313341, 
70.81,14.89,364.332814, 
63.52,14.45,364.352784, 
62.21,14.52,364.372996, 
70.17,14.52,364.392164, 
63.84,15.4,364.412122, 
66.42,14.45,364.432191, 
62.74,13.69,364.451505, 
69.6,15.33,364.471298, 
64.06,14.21,364.491587, 
57.05,13.41,364.810332, 
68.6,16.15,364.830006, 
72.64,16.98,364.849973, 
74.52,17.71,364.870669, 
59.07,14.7,364.890974, 
57.9,14.29,364.910372, 
56.8,13.48,364.931753, 
60.51,14.31,364.950794, 
59.44,13.52,364.971476, 
55.79,12.46,364.992652, 
56.59,13.04,365.012876, 
55.9,12.6,365.034178, 
56.56,12.47,365.055663, 
56.35,12.75,365.077398, 
59.32,12.63,365.097345, 
54.02,12.17,365.118608, 
56.69,12.63,365.139003, 
50.47,13.5,365.160009, 
46.82,14.31,365.1811, 
45.3,13.82,365.20292, 
43.54,14.16,365.224427, 
42.46,13.65,365.246308, 
43.23,14.21,365.268054, 
45.41,14.37,365.290037, 
42.77,14.04,365.312096, 
45.01,14.2,365.334157, 
42.62,13.56,365.356681, 
51.86,14.9,365.376897, 
62.8,14.79,365.396456, 
66.55,13.8,365.415941, 
54.77,13.28,365.436139, 
55.38,12.56,365.456571, 
58.4,13.1,365.477304, 
50.45,12.6,365.496366, 
59.59,12.41,365.516019, 
54.79,12.41,365.536334, 
50.21,13.3,365.556615, 
49.34,12.56,365.57639, 
56,12.22,365.596746, 
56.48,13.61,365.616753, 
63.53,12.95,365.635782, 
55.42,12.98,365.656264, 
47.24,12.29,365.677811, 
53.07,12.49,365.699536, 
57.09,12.97,365.71985, 
63.6,14.71,365.73896, 
74.05,16.67,365.760878, 
62.42,13.26,365.781196, 
57.62,13.15,365.800995, 
62.44,13.36,365.820339, 
55.76,12.4,365.841336, 
55.16,13.36,365.861959, 
52.57,12.8,365.881103, 
62.31,12.55,365.90067, 
58.84,13.05,365.919646, 
60.27,12.91,365.93906, 
65.16,11.88,365.958305, 
58.29,12.71,365.977857, 
66.17,12.96,365.997229, 
58.33,12.53,366.016607, 
60.55,13.19,366.036405, 
53.87,12.53,366.056458, 
59.74,12.78,366.076021, 
58.08,12.51,366.096459, 
58.08,13.81,366.117082, 
61.91,14.91,366.136607, 
76.83,17.33,366.15629, 
64.57,12.98,366.176468, 
59.41,12.8,366.196528, 
53.35,12.57,366.217204, 
55.18,13.23,366.237229, 
66.38,13.4,366.25637, 
59.13,12.94,366.276096, 
58.87,11.86,366.295909, 
61.98,13.05,366.316531, 
57.43,12.76,366.336421, 
60.26,12.72,366.356606, 
54.29,12.43,366.377532, 
57.95,13.47,366.397238, 
56.81,12.74,366.418363, 
54.72,13.06,366.437546, 
58.74,12.94,366.458523, 
54.54,12.61,366.478588, 
59.58,13.3,366.498566, 
58.19,12.6,366.518877, 
63.02,12.88,366.539409, 
54.71,12.8,366.559976, 
53.2,11.91,366.579906, 
58.06,13.69,366.599874, 
59.66,12.7,366.620594, 
54.52,12.75,366.642033, 
53.74,12.66,366.663673, 
54.25,13.34,366.683973, 
53.61,12.21,366.704745, 
55.07,12.57,366.725808, 
56.56,13.09,366.746646, 
57.67,12.97,366.766329, 
59.05,12.67,366.786528, 
54.27,12.5,366.80736, 
51.77,12.61,366.828442, 
51.76,12.8,366.848491, 
59.85,13.27,366.868623, 
61.44,12.62,366.88873, 
51.93,12.58,366.9095, 
50.58,12.38,366.930278, 
55.64,13.02,366.950819, 
63.91,14.44,366.970014, 
63.77,13.4,366.990026, 
72.52,16.64,367.009969, 
59.63,13.16,367.030553, 
54.47,12.79,367.050691, 
56.93,12.55,367.071798, 
50.34,12.43,367.091857, 
51.62,12.73,367.112938, 
56.47,12.79,367.132797, 
61.44,13.08,367.152825, 
56.39,12.58,367.173048, 
60.55,12.53,367.193279, 
56.42,12.7,367.213585, 
60.82,13.49,367.233479, 
62.57,13.05,367.253893, 
57.99,13.31,367.27325, 
61.76,12.22,367.293907, 
56.05,13.6,367.314196, 
60.23,13.95,367.33413, 
68.72,16.72,367.357501, 
61.41,13.41,367.377431, 
55.94,12.87,367.397494, 
49.23,12,367.41897, 
53.67,12.79,367.439473, 
51.82,12.35,367.459584, 
61.81,13.74,367.479844, 
59.36,13.02,367.499918, 
60.96,12.62,367.520268, 
58.6,13.43,367.539755, 
58.52,12.33,367.559486, 
56.96,12.53,367.579209, 
62.7,12.59,367.598853, 
55.11,12.28,367.618478, 
57.19,13.2,367.637943, 
59.18,13.26,367.658737, 
59.14,13.12,367.678069, 
59.88,12.76,367.698777, 
61.25,13.17,367.718043, 
56.64,13.06,367.737409, 
64.13,13.16,367.757081, 
61.07,15.35,367.776464, 
62.34,13.73,367.795678, 
54.88,12.35,367.815253, 
62.08,13.09,367.834864, 
61.36,12.49,367.854325, 
60.47,12.98,367.873443, 
62.18,12.53,367.893014, 
60.93,12.54,367.914059, 
58.07,12.69,367.933791, 
56.99,13.36,367.953891, 
56.46,12.6,367.975324, 
57.46,12.85,367.994533, 
62.84,13.53,368.015397, 
58.41,12.17,368.037455, 
57.6,13.14,368.058468, 
56.35,13.19,368.077747, 
51.75,12.69,368.098509, 
48.86,12.38,368.119902, 
55.86,12.94,368.140819, 
55.32,12.6,368.162222, 
50.91,12.33,368.182451, 
59.7,12.82,368.203104, 
50.78,12.24,368.223703, 
53.87,12.74,368.244978, 
56.25,12.98,368.265271, 
56.28,12.91,368.285338, 
50.38,12.29,368.306906, 
60.42,13.26,368.328145, 
53.56,13.17,368.348647, 
62.36,12.46,368.368909, 
48.09,12.77,368.388627, 
57.67,12.45,368.408176, 
56.42,12.71,368.427511, 
60.5,13.55,368.447351, 
65.39,14.94,368.467379, 
71.64,16.99,368.488356, 
69.06,13.61,368.507676, 
58.7,12.29,368.528358, 
49.98,12.61,368.548457, 
54,12.78,368.568792, 
52.72,12.62,368.589773, 
51.01,12.89,368.610547, 
52.37,12.69,368.630596, 
54.74,12.89,368.650645, 
56.65,12.66,368.670603, 
57.54,12.07,368.691816, 
51.03,12.52,368.711982, 
54.97,13.11,368.732688, 
53.86,12.31,368.752805, 
58.09,12.48,368.772868, 
59.04,12.9,368.79291, 
56.97,12.47,368.814514, 
53.88,12.75,368.835658, 
56.31,12.88,368.854908, 
67.58,13.77,368.874169, 
66.52,12.16,368.89456, 
68.19,13.11,368.914483, 
61.27,13.16,368.935075, 
63.1,13.25,368.954759, 
63.15,12.77,368.973922, 
64.22,12.75,368.993474, 
58.65,12.67,369.013012, 
56.01,12.57,369.032485, 
59.69,13.17,369.053713, 
51.46,12.9,369.074319, 
58.23,13.67,369.094443, 
62.02,13.08,369.114394, 
57.96,12.75,369.134518, 
54.89,12.25,369.15556, 
53.84,12.92,369.175374, 
62.39,13.22,369.194678, 
65.35,13.19,369.21454, 
59.18,13.16,369.233835, 
54.35,11.91,369.256033, 
59.84,13.82,369.275398, 
62.94,13.09,369.295005, 
61.14,12.5,369.315015, 
61.28,14.07,369.334566, 
58.18,12.88,369.355095, 
58.49,13.12,369.374747, 
56.85,12.25,369.395519, 
55.72,13.11,369.415821, 
56.31,12.38,369.435056, 
61.14,12.82,369.454451, 
60.49,13.07,369.47412, 
61.65,12.72,369.494651, 
55.32,13.06,369.514409, 
60.74,12.75,369.53408, 
59.32,12.87,369.554067, 
68.17,14.66,369.574154, 
60.79,15.53,369.597776, 
82.99,14.76,369.617752, 
60.17,13.14,369.638165, 
57.13,12.59,369.657918, 
61.14,13.09,369.678347, 
54.93,12.5,369.698989, 
58.95,13.18,369.718698, 
61.29,13.37,369.738158, 
66.93,12.67,369.758214, 
60.04,12.8,369.778856, 
55.8,12.88,369.799889, 
51.01,13.2,369.82098, 
54.65,12.4,369.841253, 
52.25,12.6,369.862654, 
48.82,12.38,369.88406, 
48.29,12.31,369.905479, 
50.14,12.77,369.926229, 
47.38,12.31,369.947588, 
48.97,12.48,369.969324, 
48.45,12.35,369.990111, 
50.15,12.43,370.01087, 
51.34,12.1,370.031687, 
50.4,12.11,370.05246, 
50.22,12.36,370.073285, 
51.24,12.36,370.094149, 
51.13,12.61,370.115003, 
51.48,12.08,370.13581, 
49.03,11.51,370.156628, 
51.47,12.69,370.177405, 
51.26,12.66,370.198179, 
51.48,12.36,370.219, 
49.17,12.4,370.239677, 
60.95,13.09,370.260502, 
52.19,12.46,370.281314, 
54.7,12.92,370.302068, 
64.29,12.69,370.322457, 
57.62,12.73,370.342538, 
57.13,12.57,370.362475, 
52.42,12.47,370.382647, 
54.82,12.63,370.403915, 
55.76,12.38,370.424007, 
60.95,12.86,370.443609, 
55.44,13.12,370.463063, 
62.21,13.73,370.482313, 
56.63,12.75,370.503103, 
53.41,12.74,370.522916, 
58.25,12.5,370.542324, 
60.56,13.17,370.562256, 
61.29,13.26,370.581679, 
58.25,13.02,370.601124, 
55.7,12.08,370.622158, 
54.16,12.85,370.641381, 
57.81,12.4,370.660777, 
59.14,12.65,370.680595, 
55.14,12.42,370.701134, 
54.76,12.89,370.72049, 
56.26,12.37,370.740782, 
65.73,13.57,370.760187, 
58.14,12.41,370.780009, 
59.06,13.41,370.799555, 
60.5,13.92,370.819944, 
69.29,15.17,370.840148, 
81.33,17.3,370.859792, 
77.87,14.36,370.879024, 
72.66,13.56,370.898213, 
72.83,13.17,370.917435, 
68.61,12.7,370.936661, 
71.4,12.99,370.955882, 
69.35,13.07,370.975117, 
69.64,12.79,370.994272, 
61.08,13.05,371.014643, 
67.34,15.2,371.034216, 
67.6,15.88,371.054015, 
74.78,15.68,371.073745, 
65.57,15.65,371.093474, 
68.32,15.2,371.113142, 
66.32,14.59,371.132764, 
61.87,14.95,371.152333, 
70.78,14.73,371.171596, 
71.39,15.05,371.19099, 
75.17,16.74,371.210216, 
71.28,14.65,371.22956, 
66.45,13.8,371.248785, 
69.18,12.91,371.268117, 
64.46,13.58,371.287642, 
64.43,12.86,371.307099, 
61.29,12.3,371.326677, 
70.78,13.58,371.345722, 
64.8,12.64,371.365561, 
63.33,12.08,371.384725, 
67.53,12.88,371.403919, 
72.25,14.36,371.423191, 
65.92,15.87,371.447532, 
82.29,17.15,371.466721, 
69.41,15.6,371.48611, 
63.4,13.98,371.50589, 
61.21,14.25,371.525782, 
61.9,14.12,371.545689, 
67.24,15.06,371.565487, 
68.54,14.98,371.585026, 
67.5,14.93,371.604565, 
64.3,14.65,371.624165, 
66.3,13.57,371.643551, 
62.41,14.13,371.663046, 
65.76,14.25,371.682321, 
68.8,12.75,371.701601, 
70.32,13.53,371.720991, 
67.15,13.16,371.740646, 
68.32,12.32,371.760414, 
61.47,12.89,371.780344, 
66.91,12.93,371.79974, 
67.87,12.38,371.818811, 
61.45,12.45,371.83859, 
61.02,13.22,371.85833, 
64.4,14.35,371.877931, 
65.56,14.59,371.898235, 
66.74,14.76,371.917727, 
67.14,14.83,371.9371, 
70.12,14.99,371.956467, 
76.11,16.26,371.975842, 
72.67,16.17,371.995191, 
78.59,18.74,372.014493, 
66.57,14.43,372.033885, 
65.83,14.24,372.053655, 
72.28,14.69,372.073069, 
68.57,14.35,372.093499, 
70.12,13.74,372.112863, 
65.88,12.73,372.13201, 
70.72,14.2,372.151381, 
67.63,12.92,372.170886, 
64.27,12.71,372.190659, 
62.98,12.76,372.210132, 
66.12,12.98,372.229409, 
67.38,13.06,372.248336, 
67.5,12.75,372.267644, 
61.87,12.94,372.288074, 
62.91,14.85,372.30763, 
69.56,14.5,372.326559, 
65.77,14.78,372.346681, 
70.8,14.83,372.366041, 
68.29,14.32,372.385016, 
68.45,14.67,372.404485, 
65.96,14.69,372.423486, 
71.16,14.83,372.442747, 
69.79,14.62,372.462198, 
67.69,14.45,372.481483, 
67.66,13.71,372.500703, 
71.72,14.62,372.52036, 
69.72,13.66,372.539288, 
68.92,12.99,372.558588, 
70.58,14.69,372.578309, 
68.58,12.6,372.598248, 
66.8,13.04,372.618221, 
69.8,13.11,372.638142, 
66.49,13.07,372.657417, 
70.83,13.41,372.677699, 
66.82,13.5,372.697054, 
61.43,12.69,372.717637, 
71.14,16.2,372.737701, 
80.71,16.01,372.757045, 
75.96,16.38,372.777294, 
73.05,17.18,372.796374, 
75.15,15.82,372.815672, 
72.13,15.06,372.835352, 
64.29,14.77,372.855109, 
68.44,14.98,372.874352, 
68.33,14.75,372.893869, 
66.67,14.09,372.913585, 
64.56,14.2,372.93332, 
69.22,14.37,372.952468, 
70.27,12.99,372.972631, 
74.36,15.57,372.992801, 
71.38,13.03,373.012013, 
67.42,12.86,373.031244, 
72.4,12.72,373.050373, 
70.66,13.01,373.06942, 
71.41,15.07,373.089123, 
71.56,16.54,373.108475, 
73.68,14.41,373.13003, 
75.57,16.24,373.14912, 
71.78,16.5,373.168199, 
72.14,15.62,373.187553, 
77.46,18.57,373.206708, 
63.54,14.64,373.225998, 
61.59,14.37,373.245384, 
64.93,14.8,373.265269, 
66.5,14.52,373.285151, 
70.08,15.54,373.304706, 
64.86,14.68,373.324123, 
67.41,13.73,373.343665, 
69.46,14.1,373.363442, 
63.81,13.99,373.383139, 
61.62,12.7,373.403089, 
61.3,13.77,373.42257, 
66.09,12.71,373.441873, 
72.79,13.73,373.461612, 
74.1,13.05,373.480087, 
71.18,13.11,373.499055, 
73.4,12.85,373.517395, 
70.87,12.53,373.535893, 
68.22,12.43,373.554173, 
67.78,14.04,373.572479, 
68.95,13.81,373.591237, 
73.96,16.08,373.609684, 
73.83,15.55,373.629573, 
83.78,18.1,373.649553, 
70.32,15.23,373.668777, 
66.81,13.62,373.688005, 
69.31,14.75,373.707266, 
65.83,14.42,373.726354, 
64.33,14.44,373.745955, 
62.23,14.11,373.765527, 
64.09,13.72,373.785299, 
63.12,14.6,373.804649, 
69.55,12.82,373.823981, 
72.24,13.8,373.842634, 
66.37,13.1,373.86265, 
68.4,13.09,373.88229, 
67.96,12.49,373.901522, 
70.15,13.15,373.920675, 
64.93,12.56,373.940219, 
